Ticker,Sector,Probability_Top_20,Latest_Date,Return_252d,Volatility_20d,Forward_PE,Revenue_Growth,Earnings_Growth,ROE
VRM,Financial Services,0.2994017,2026-09-04,-0.5994822649030652,0.05038131855260129,-0.062673606,-0.042,0.18,-0.42803
LBRDA,Communication Services,0.29927105,2026-08-21,-0.5890614189767551,0.04785487415551618,6.079392,0.091,0.18,-0.68394
UROY,Energy,0.29923472,2026-09-04,0.37461301269405456,0.024672119182550967,146.34024,43.426,0.18,0.1525
PLPC,Industrials,0.2991762,2026-09-04,1.089300217620604,0.030459749880790168,11.36425,0.254,0.754,0.09024999
TMCR,Basic Materials,0.2991143,2026-09-04,0.030525454240224015,0.07770048504404989,-67.64706,0.091,0.18,0.060510002
GERN,Healthcare,0.29909322,2026-09-04,0.13768120136012607,0.038787372714144897,39.250004,0.172,0.18,-0.28281
GAIA,Communication Services,0.298896,2026-09-04,-0.7173144757992498,0.09213014406845103,-4.155844,-0.053,0.18,-0.06813
BRLT,Consumer Cyclical,0.29888237,2026-09-04,-0.5261323803014076,0.03459359381527315,13.333334,0.057,0.18,-0.10945
LAES,Technology,0.29882896,2026-09-04,-0.07279686836727017,0.03821369064099644,-11.52381,1.182,0.18,-0.12712
KURA,Healthcare,0.29882708,2026-09-04,0.6297662747217776,0.04036569442031796,-5.7692223,0.365,0.18,-1.67709
VGAS,Utilities,0.29878324,2026-09-04,-0.5518394551489602,0.04462204820885856,11.36425,0.091,0.18,-0.2194
AAOI,Technology,0.29874668,2026-09-04,3.5253001784008955,0.06902999155737856,22.931334,0.864,0.18,-0.05449
ILLR,Technology,0.298716,2026-09-04,-0.7905311729269257,0.06214055428367383,11.36425,-0.052,0.18,0.060510002
IMNM,Healthcare,0.29859138,2026-09-04,1.7306122151080499,0.036678905861212335,-10.794284,0.091,0.18,-0.64032996
AURE,Financial Services,0.298499,2026-09-04,-0.7479452115752544,0.041557874603335765,11.36425,0.091,0.18,0.060510002
AIRO,Industrials,0.29849783,2026-09-04,-0.6442307515962583,0.07279406799695229,-11.472869,0.759,0.18,-0.03636
PHVS,Healthcare,0.29844978,2026-09-04,0.6037306976401116,0.026602187421872495,-11.395554,0.091,0.18,-0.70462
AVXL,Healthcare,0.29825595,2026-09-04,-0.6944444444444444,0.052683827891775635,-5.2,0.091,0.18,-0.12804
AUPH,Healthcare,0.29822025,2026-09-04,0.28332005318351783,0.024646161083443217,15.074954,0.189,0.755,0.66117996
EA,Communication Services,0.2982141,2026-08-10,0.030525454240224015,0.02284226068888621,21.778368,0.189,0.975,0.16458
SPRO,Healthcare,0.2981958,2026-09-04,-0.434579449143927,0.018826465526882653,-1.0900902,0.091,0.18,0.19169001
RADX,Healthcare,0.29816976,2026-09-04,-0.6285714358699566,0.04125297555676938,-0.89678425,-0.276,0.18,-1.74707
ALVO,Healthcare,0.2979701,2026-09-04,-0.33830843322103143,0.04900569455923323,23.30063,-0.389,0.18,0.060510002
DFDVW,,0.2978515,2026-09-04,0.030525454240224015,0.17350195871218554,11.36425,0.669,0.18,-5.8929305
COCH,Healthcare,0.29782945,2026-09-04,-0.47407409925683164,0.0438036352075464,-3.2272727,-0.346,0.18,0.060510002
AISP,Technology,0.29776484,2026-09-04,-0.5276497971794094,0.033424491143580856,51.25,0.921,0.18,0.060510002
ASTL,Basic Materials,0.29769346,2026-09-04,-0.05421686343221066,0.06109649335472316,-15.774444,-0.546,0.18,-1.39133
ASPI,Basic Materials,0.29768592,2026-09-04,-0.47236183553551025,0.03785103891318867,-3.6206896,3.276,0.18,-0.90348
ZSTK,Financial Services,0.2975281,2026-09-04,-0.8037425732231233,0.3958905971984855,11.36425,0.407,0.18,-19.595871
OCUL,Healthcare,0.29750475,2026-09-04,-0.16220468479373784,0.03330117980299238,-7.3177443,0.001,0.18,-0.72993
AVBP,Healthcare,0.2974353,2026-09-04,0.5855532805907153,0.03155894175213156,-8.132133,0.091,0.18,-0.53253
TREE,Financial Services,0.2971459,2026-09-04,-0.6021052578039336,0.022264381826923516,4.281818,0.253,0.046,0.82782996
SLDP,Consumer Cyclical,0.29708672,2026-09-04,-0.3600508747626052,0.024048147793040226,-5.588889,0.091,0.18,-0.20581
AEHR,Technology,0.2970553,2026-09-04,2.281095440559067,0.07925534950952101,62.356777,0.337,0.18,-0.04163
BLZE,Technology,0.29688132,2026-09-04,0.5483314814052704,0.039930474889649674,47.712765,0.177,0.18,-0.24292
EXFY,Technology,0.2968391,2026-09-04,0.24607338012204405,0.03572306538878744,23.800001,-0.053,0.18,-0.11728
FTEK,Industrials,0.29679626,2026-09-04,-0.4636678560370924,0.02996133316961036,-30.999998,0.167,0.18,-0.08922
BBCP,Industrials,0.29673934,2026-09-04,0.5418502332195856,0.041541273413678435,30.434782,0.126,0.419,0.03575
FLNA,Healthcare,0.29672918,2026-09-04,-0.6186046714070932,0.03675266041711769,11.36425,0.091,0.18,-0.55785
BLFS,Healthcare,0.29653043,2026-09-04,0.36258209727389246,0.01726684970136263,106.81818,0.215,0.18,0.12829
JBL,Technology,0.29650024,2026-09-04,0.4950624817143576,0.030886778114215144,18.446629,0.118,0.276,0.65876
API,Technology,0.2963775,2026-09-04,0.28484843405591254,0.03137183008390658,-47.111107,0.18,1.4,0.019550001
ODFL,Industrials,0.29637718,2026-09-04,0.25680494691749844,0.018248314252078297,27.975616,0.104,0.323,0.24818
WDFC,Basic Materials,0.2961665,2026-09-04,-0.023752497617028245,0.015185440114141465,31.787136,0.243,0.455,0.33306
BMEA,Healthcare,0.2961305,2026-09-04,0.10928957583837517,0.04656845573884587,-2.1573942,0.091,0.18,-1.6413901
ASMB,Healthcare,0.29610327,2026-09-04,0.570141540654961,0.045177976258812966,-14.124348,0.389,0.18,-0.00026
TRIP,Consumer Cyclical,0.296082,2026-09-04,-0.48051222720983766,0.021709487278897946,8.675225,-0.072,-0.321,-0.00233
NAMS,Healthcare,0.29605138,2026-09-04,-0.010132510928602234,0.02284709528327891,-16.232172,-0.807,0.18,-0.36811
FEAM,Basic Materials,0.2960053,2026-09-04,-0.5398230399690098,0.08128409092184576,-3.0588236,0.091,0.18,-0.62355
FATN,Technology,0.29591098,2026-09-04,-0.045528488693725944,0.03518762146286715,11.145499,0.278,0.74,0.23256999
NERV,Healthcare,0.29571587,2026-09-04,0.9177488909407336,0.0635975342598377,-10.547619,0.091,0.18,0.060510002
STTK,Healthcare,0.2956943,2026-09-04,3.496688744858803,0.032166556706014045,-12.941468,0.091,0.18,-0.39207
RUM,Communication Services,0.29562438,2026-09-04,0.2061711421366612,0.05613786566876024,-27.741936,0.609,0.18,-0.18409
HMH,Energy,0.29553822,2026-09-04,0.030525454240224015,0.025620574441417302,8.986175,-0.16,0.18,0.0387
WYFI,Technology,0.29549623,2026-09-04,0.20172205660977816,0.07963717368313657,101.4538,0.557,0.18,-0.13727
TCMD,Healthcare,0.29529992,2026-09-04,0.6296572812891517,0.04047230779618436,15.030928,0.086,1.441,0.11875
FATE,Healthcare,0.29506144,2026-09-04,1.5567009751811183,0.035144329980729694,-2.5633075,0.092,0.18,-0.6075
QDEL,Healthcare,0.2950188,2026-09-04,-0.4973011944298559,0.04595266193403432,9.687328,0.028,0.18,-0.45905998
VNET,Technology,0.29494476,2026-09-04,-0.16623036690061022,0.050518292644410295,41.84251,0.142,0.18,-0.04701
XYZG,Unknown,0.29483122,2026-09-04,-0.1677183602955865,0.053936169835379556,11.36425,0.091,0.18,0.060510002
EHTH,Financial Services,0.29476234,2026-09-04,-0.7493670892188267,0.0481040612279339,0.7821344,-0.448,0.18,0.02921
LULU,Consumer Cyclical,0.29474914,2026-09-04,-0.5118152147210556,0.04585145329234101,10.871891,-0.043,-0.059,0.30898002
LPSN,Technology,0.29474717,2026-09-04,-0.7677902759511919,0.040194143744797614,-0.4686319,-0.119,0.18,0.060510002
DGXX,Utilities,0.2945733,2026-09-04,0.6968325498963688,0.051813688677980176,11.36425,-0.183,0.18,-0.24707001
KLRA,Healthcare,0.29452896,2026-09-04,0.030525454240224015,0.04556048399161042,-3.7776604,0.091,0.18,0.060510002
ARWR,Healthcare,0.29433084,2026-09-04,2.083571297781808,0.019310589699325788,-17.870745,1.71,0.18,-0.55207
VSTM,Healthcare,0.29425064,2026-09-04,-0.22348489740279998,0.03673004191597022,-10.933333,17.754,0.18,-4.7116103
XYZ,Technology,0.29420748,2026-09-04,0.09254128232647485,0.026753846200123447,16.05363,0.093,-0.833,0.01612
GH,Healthcare,0.29416427,2026-09-04,1.6305411026165988,0.023807577169504213,-364.89206,0.443,0.18,0.060510002
SMID,Basic Materials,0.29410383,2026-09-04,-0.3706479617379229,0.02388522481209982,11.36425,-0.108,-0.669,0.14542
RKLX,Unknown,0.29410353,2026-09-04,-0.2880781447851677,0.0473075053055755,11.36425,0.091,0.18,0.060510002
AIAI,Industrials,0.29408416,2026-09-04,0.030525454240224015,0.16228139646049924,11.36425,0.091,0.18,0.060510002
NWL,Consumer Defensive,0.29403794,2026-09-04,0.03466101759923523,0.030704976206238806,8.903201,0.03,1.266,-0.085939996
MDIA,Communication Services,0.29402485,2026-09-04,-0.1230769019155099,0.04908328010204097,11.36425,0.087,0.18,-1.08359
LGN,Industrials,0.29392663,2026-09-04,0.030525454240224015,0.04175764072347541,21.755024,1.107,0.18,-0.12427
OPEG,Unknown,0.29389963,2026-09-04,0.030525454240224015,0.06982532275350121,11.36425,0.091,0.18,0.060510002
BL,Technology,0.29388928,2026-09-04,-0.3836442571590446,0.036900440447340956,11.764579,0.092,1.016,0.070300005
ZYBT,Healthcare,0.29374817,2026-09-04,-0.7954256622977396,0.06235159223007045,11.36425,-0.409,0.18,-0.2517
TSLA,Consumer Cyclical,0.293733,2026-09-04,0.045933854751544434,0.0319966945864843,164.03375,0.255,-0.03,0.046669997
METCB,Basic Materials,0.29368454,2026-09-04,-0.5653053723638233,0.06185928497954665,11.36425,-0.053,0.18,-0.17069
TLPH,Healthcare,0.29366437,2026-09-04,1.3076924840374171,0.036938053458549766,-4.897959,0.091,0.18,-1.43356
BTDR,Technology,0.2935465,2026-09-04,0.030807650167174794,0.07341537995525418,-33.234898,0.471,0.18,-0.25264
CNTN,Healthcare,0.2934058,2026-09-04,-0.4285714371077185,0.042434038422198804,11.36425,0.091,0.18,-0.42214
CTMX,Healthcare,0.29325318,2026-09-04,0.7666667650616403,0.03839169544688021,-7.8420596,-0.924,0.18,-0.37752
RILY,Financial Services,0.2932135,2026-09-04,0.38385832980085843,0.023064386173144255,11.36425,0.104,-0.9,0.060510002
IMMP,Healthcare,0.293174,2026-09-04,-0.7777777696015576,0.025633772486167553,-1.8245,6.335,0.18,-0.77307
MNTK,Basic Materials,0.2929962,2026-09-04,0.08252431117282732,0.054596840814635124,7.270949,0.197,0.18,0.030539999
CLNE,Energy,0.2929937,2026-09-04,-0.35294117372066225,0.03818179308968779,-47.142857,0.037,0.18,-0.16400999
ISRG,Healthcare,0.29296714,2026-09-04,-0.19321477367192097,0.019590532060579324,30.37902,0.185,0.265,0.17423001
ACAD,Healthcare,0.29296157,2026-09-04,0.09882354736328125,0.022227602960234488,31.484562,0.164,0.133,0.35743
TWST,Healthcare,0.29291785,2026-09-04,3.866172661122034,0.06914101889439923,-196.92735,0.232,0.18,-0.29594
HALO,Healthcare,0.29278553,2026-09-04,0.5012261600915111,0.016688544132627294,10.602268,0.477,0.429,1.73674
POM,Healthcare,0.29271615,2026-09-04,0.030525454240224015,0.08074206127337036,11.36425,0.172,0.18,0.060510002
TNYA,Healthcare,0.29258713,2026-09-04,-0.44919352993508666,0.021330819437094535,-1.7428572,0.091,0.18,-1.21859
ELVA,Industrials,0.29244295,2026-09-04,0.07981224405914245,0.05835334795105657,30.32967,0.034,-0.693,0.09847
AVAV,Industrials,0.292269,2026-09-04,-0.3621009110929232,0.03202770728336072,32.942753,1.333,0.18,-0.10029
ESLA,Healthcare,0.2922128,2026-09-04,-0.40185185001220236,0.02893200980512716,-2.0196877,0.091,0.18,0.060510002
ASND,Healthcare,0.29221138,2026-09-04,0.365568015397876,0.02118071565915482,29.021364,1.147,0.18,1.18784
COST,Consumer Defensive,0.29217768,2026-09-04,-0.03642334556020832,0.012437273213098116,40.46899,0.215,0.455,0.29152
PRCH,Financial Services,0.29216877,2026-09-04,-0.0005571157914646685,0.02101016903297103,48.48649,0.117,1.553,-1.03316
CLSK,Financial Services,0.2921054,2026-09-04,0.3975770580407454,0.05622427025818458,-8.957626,-0.305,0.18,-0.68622
BLDR,Industrials,0.292066,2026-09-04,-0.5407971036951147,0.030708703081466032,14.731237,-0.088,0.18,0.02506
FAMI,Consumer Defensive,0.2920047,2026-09-04,-0.9337349387856695,0.11679097260261297,11.36425,-0.604,0.18,-0.7061
IDYA,Healthcare,0.29190892,2026-09-04,0.5431668884276366,0.020786487501951424,-9.702688,0.091,0.18,-0.16216
ENTX,Healthcare,0.2918537,2026-09-04,0.3888888336994052,0.03891207021587863,-5.4545455,0.091,0.18,-1.3892
DRTS,Healthcare,0.29178828,2026-09-04,3.3065901695989535,0.024919643002036057,-28.761145,0.091,0.18,-1.41683
MIRA,Healthcare,0.29172528,2026-09-04,-0.44637681071784807,0.05368061667599712,-1.862927,0.091,0.18,-2.17121
VFF,Consumer Defensive,0.29171658,2026-09-04,0.09774435416307958,0.03681704985572848,12.695652,0.068,-0.746,0.07531
HURA,Healthcare,0.29171297,2026-09-04,-0.15415014659915682,0.04978391141053952,-3.5371902,0.091,0.18,-1.6139
TELA,Healthcare,0.29169944,2026-09-04,-0.48301886198316124,0.06119990611046211,-1.7858696,-0.045,0.18,0.060510002
WELL,Real Estate,0.2916282,2026-09-04,0.4291925943593493,0.01380613814714843,74.267296,0.391,0.356,0.03836
VOR,Healthcare,0.2916077,2026-09-04,-0.3510362635414346,0.033893139869133004,-6.57106,0.091,0.18,0.060510002
TASK,Technology,0.29160586,2026-09-04,-0.32533854327865885,0.03957957301411107,5.340553,0.05,0.09,0.25434
DOYU,Communication Services,0.29153243,2026-09-04,-0.4422827276965451,0.02518336756130878,12.831359,-0.069,0.18,-0.016549999
JYNT,Healthcare,0.29147664,2026-09-04,-0.21951221257812348,0.016545498611586926,13.102362,0.144,6.526,0.10624
OPXS,Industrials,0.29134822,2026-09-04,-0.1090909271060081,0.026811323470941933,12.54878,-0.124,-0.179,0.15283
RCT,Technology,0.29128742,2026-09-04,-0.840769223186391,0.045765202539544414,11.36425,0.005,0.18,0.060510002
QUCY,Healthcare,0.29118803,2026-09-04,-0.05357137915431087,0.051909220020671665,11.36425,0.091,0.18,-2.12528
TTAN,Technology,0.29117808,2026-09-04,-0.12351709392088372,0.035256432152228075,53.57121,0.246,0.18,-0.09043
NTHI,Healthcare,0.29104036,2026-09-04,-0.32663984590563155,0.12028922338893498,-4.9966726,0.091,0.18,0.060510002
ARBE,Technology,0.29102522,2026-09-04,-0.4912000179290772,0.029723912060516427,-4.2366667,1.566,0.18,-0.8318
MANH,Technology,0.29097766,2026-09-04,0.01863148599417519,0.021830674285553443,34.838036,0.093,-0.086,0.96378
CBLL,Healthcare,0.29083472,2026-09-04,1.0048661367650964,0.031315773550853875,-15.324055,0.325,0.18,-0.43929002
DGICB,Financial Services,0.29074878,2026-09-04,0.7274640781941362,0.031228284298089357,11.36425,-0.024,0.303,0.11179
SQFTP,Real Estate,0.2906714,2026-09-04,-0.5320548413489646,0.055042292889212883,11.36425,-0.129,0.18,-0.3233
NAMI,Communication Services,0.2906453,2026-09-04,-0.9207407368554009,0.07202833766427634,11.36425,-0.019,0.18,-0.73666
XMAX,Consumer Cyclical,0.29063982,2026-09-04,2.23220968833067,0.020876054534723645,11.36425,0.071,0.18,0.5287
AGIO,Healthcare,0.29053527,2026-09-04,-0.08386389439296538,0.022351549842966004,-8.3858185,2.593,0.18,-0.34337002
NSPR,Healthcare,0.29048717,2026-09-04,-0.6516393426604503,0.05869091738738108,-1.7652535,-0.004,0.18,-2.02813
SKIN,Consumer Defensive,0.2903256,2026-09-04,-0.6592039772963831,0.04618231303245232,3.6052632,-0.078,0.18,-0.43889
OMDA,Healthcare,0.29021212,2026-09-04,-0.04005054313201284,0.03010940599062142,40.94293,0.431,0.18,0.01844
GRPN,Communication Services,0.2902068,2026-09-04,-0.19012869282763212,0.027138003139804075,8.029788,-0.008,0.18,0.060510002
EVER,Communication Services,0.2901953,2026-09-04,0.04707855774624048,0.025920984782996915,8.096416,0.246,0.359,0.53613997
NGNE,Healthcare,0.29004568,2026-09-04,0.9683833387412162,0.03752635467938585,-7.4553356,0.091,0.18,-0.45314997
OCC,Technology,0.2897488,2026-09-04,1.1640625273576002,0.045812025973561425,11.36425,0.266,0.18,0.05869
RCAT,Industrials,0.28974372,2026-09-04,-0.016451273743520067,0.048399231590573306,-15.08108,5.272,0.18,-0.34402
QNST,Communication Services,0.28969446,2026-09-04,0.18694549171007413,0.023888508413883423,10.016043,0.427,5.592,0.28647
LFMD,Healthcare,0.2895672,2026-09-04,-0.5095541686613974,0.03032252578756742,8.105263,-0.035,0.18,-5.15898
ATHE,Healthcare,0.28956538,2026-09-04,-0.10453652699476634,0.03743107078454907,-4.7406726,-0.79,0.18,-0.54978
AGNT,Real Estate,0.2894468,2026-09-04,-0.6180367081474856,0.03274262019943114,13.433333,0.107,0.18,-0.06887
KC,Technology,0.28941417,2026-09-04,-0.18479884365213206,0.04691160220723827,-451.27682,0.308,0.18,-0.07614
INTR,Financial Services,0.28935856,2026-09-04,-0.3208950407787484,0.02838022342770573,5.8440886,0.238,0.324,0.16198999
ASST,Financial Services,0.28925505,2026-09-04,-0.7537205068853556,0.06027352838312367,-25.013823,0.946,0.18,-1.3705701
FLX,Industrials,0.28919265,2026-09-04,-0.36544851406214174,0.0379820483994766,4.670313,-0.082,0.18,-0.0134000005
EPOW,Industrials,0.28917894,2026-09-04,-0.5784090978362837,0.05747522723213598,11.36425,-0.568,0.18,-1.23461
HCM,Healthcare,0.2890589,2026-09-04,-0.05053908303829835,0.04124093725873412,54.00951,0.002,-0.965,0.01464
TTRX,Healthcare,0.289053,2026-09-04,0.030525454240224015,0.03718854522677452,-65.33333,0.091,0.18,-6.86278
COKE,Consumer Defensive,0.2889981,2026-09-04,0.5969494851874968,0.020108287425192484,4.862096,0.083,2.658,0.97331
AVT,Technology,0.28875503,2026-09-04,0.7596895861608184,0.024587097523940896,8.333733,0.477,19.689,0.06665
IONX,Unknown,0.28863364,2026-09-04,-0.7320714018904205,0.08863162995234151,11.36425,0.091,0.18,0.060510002
OPENL,,0.2886307,2026-09-04,0.030525454240224015,0.058630289581888526,11.36425,-0.437,0.18,-1.96893
QPUX,Unknown,0.28860196,2026-09-04,-0.7320369853157072,0.08093632194475174,11.36425,0.091,0.18,0.060510002
VIOT,Consumer Cyclical,0.28845724,2026-09-04,-0.6095815968046074,0.20509192673957138,-19.0,-0.499,0.18,-0.0035499998
SPTX,Healthcare,0.2884272,2026-09-04,0.030525454240224015,0.04173448029840963,-9.660822,0.091,0.18,0.060510002
FAST,Industrials,0.28837883,2026-09-04,0.008104162751275013,0.013245000979306323,35.40657,0.147,0.146,0.34334
CLNN,Consumer Defensive,0.28832293,2026-09-04,-0.35294117175642936,0.04647466500757585,-1.5778688,2.333,0.18,0.060510002
LITS,Healthcare,0.28829288,2026-09-04,-0.7330210794409593,0.037430931504026925,11.36425,0.091,0.18,-1.59261
CHAI,Communication Services,0.28824177,2026-09-04,-0.974038459554579,0.1391828083750545,11.36425,0.558,0.18,-1.20232
CTW,Communication Services,0.28823128,2026-09-04,0.24352339927089628,0.03534089519218051,16.0,-0.007,0.18,0.066149995
XBP,Technology,0.288219,2026-09-04,-0.5047923656088601,0.054895351524030155,1.4285713,0.047,0.18,119.384766
SFM,Consumer Defensive,0.28814134,2026-09-04,-0.41886201706648674,0.02772103018613199,13.652816,0.047,0.015,0.35197
VKTX,Healthcare,0.28812402,2026-09-04,0.31436102636203067,0.02902597040835121,-8.072768,0.091,0.18,-0.88852996
AAME,Financial Services,0.28809506,2026-09-04,-0.5928143565107369,0.057713168121037106,11.36425,0.208,0.18,0.04745
HMR,Industrials,0.28795245,2026-09-04,0.07258067152130465,0.04834222909454281,5.32,2.113,0.18,0.15853
TROO,Financial Services,0.28782213,2026-09-04,1.2178218125619211,0.06666010317814343,11.36425,0.27,0.18,-0.4759
RXST,Healthcare,0.28779826,2026-09-04,-0.24734358925394861,0.03913709347686562,-9.146867,0.003,0.18,-0.17345
NTRA,Healthcare,0.28760138,2026-09-04,0.9703410031591264,0.017958234393298352,-3679.148,0.377,0.18,-0.1254
ANTX,Healthcare,0.2873871,2026-09-04,3.6746031040207026,0.03484298449940753,-7.3624997,0.091,0.18,-0.50118
IQ,Communication Services,0.2873413,2026-09-04,-0.675276759098,0.03750167774081885,10.645226,-0.051,0.18,-0.067329995
XPEG,Unknown,0.28732106,2026-09-04,0.030525454240224015,0.05648374152910881,11.36425,0.091,0.18,0.060510002
HLIT,Technology,0.287312,2026-09-04,0.18749996394880375,0.03495206339307002,14.584442,0.535,0.18,0.06546
IONS,Healthcare,0.2872509,2026-09-04,-0.02122996384039688,0.02386469987374243,-53.19597,-0.407,0.18,-1.05496
GDHG,Consumer Cyclical,0.2872309,2026-09-04,-0.8410256436904114,0.030956022203470372,11.36425,-0.482,0.18,-0.02724
DIBS,Communication Services,0.2871329,2026-09-04,0.7427536084781647,0.041173340064494364,-9.25,0.053,0.18,-0.09186
KSCP,Industrials,0.28710026,2026-09-04,-0.731397466861117,0.04170648298220918,-0.6284501,2.283,0.18,-2.01293
SURG,Communication Services,0.2870959,2026-09-04,-0.9387453906475167,0.08595728974094241,3.3219998,0.407,0.18,0.060510002
BRAG,Consumer Cyclical,0.2867437,2026-09-04,-0.491461086061326,0.049726162088987745,-16.48399,-0.122,0.18,-0.12197
NNBR,Industrials,0.28668264,2026-09-04,0.40229893982287424,0.03784426438445971,22.40862,0.193,0.18,-0.18351
DMAC,Healthcare,0.28668106,2026-09-04,0.25698326701123264,0.025730594503827735,-8.35396,0.091,0.18,-1.14615
SENEB,Consumer Defensive,0.28666463,2026-09-04,0.861874989100865,0.02935356053561132,11.36425,0.362,0.331,0.16819
ABNB,Consumer Cyclical,0.2865301,2026-09-04,0.45122436352795314,0.02000561042599361,29.63255,0.165,0.334,0.34542
ZURA,Healthcare,0.28646523,2026-09-04,2.0096619420242012,0.03467502917109762,-10.680061,0.091,0.18,-0.51007
EVLV,Industrials,0.2863053,2026-09-04,-0.36628642780609755,0.026225080707119684,-136.35124,0.344,0.18,-0.04937
MRX,Financial Services,0.28629982,2026-09-04,1.232761642309757,0.04662300007917799,12.245108,0.321,1.053,0.26235
CTKB,Healthcare,0.28628117,2026-09-04,0.1809044690304451,0.03574957327490828,67.14285,0.056,0.18,-0.23038
TRVG,Communication Services,0.2861094,2026-09-04,0.809667635851413,0.04573873570923777,51.079544,0.209,0.18,0.06708
MAKO,Basic Materials,0.28610674,2026-09-04,1.1892473325576098,0.033104433540870205,11.36425,0.617,0.364,0.36628
ANNA,Energy,0.28595454,2026-09-04,-0.3071593411409821,0.04035667274863338,11.36425,1.535,5.709,0.21618
ADSK,Technology,0.2859183,2026-09-04,-0.3189135158162386,0.032228196664782646,15.329524,0.161,0.596,0.53854
AIIR,Consumer Defensive,0.28582275,2026-09-04,-0.29057335104010285,0.06192951371866316,11.947627,0.091,0.18,0.060510002
DRS,Industrials,0.28577703,2026-09-04,-0.09760214142046864,0.01678899666005107,24.894064,0.101,0.6,0.11919
MARA,Financial Services,0.2856003,2026-09-04,-0.2514890353012875,0.06421455109509752,-9.834784,-0.267,0.18,-1.0557
CHRN,Technology,0.28556204,2026-09-04,3.990147909955761,0.04903070849254803,11.36425,0.091,0.18,-0.38489
ACDC,Energy,0.28552702,2026-09-04,0.3517060820768174,0.06304075565305407,-7.357143,-0.008,0.18,-0.44762
PLAY,Communication Services,0.2854907,2026-09-04,-0.6396694218132895,0.04330575590418475,-15.8895035,-0.015,-0.742,-0.52516
SNT,Industrials,0.28542086,2026-09-04,-0.611241223879067,0.035228398898020166,11.36425,-0.043,0.18,0.03368
ENPH,Technology,0.28531414,2026-09-04,-0.004107380175210729,0.02787677364007695,15.991874,-0.196,-0.035,0.12996
LICN,Industrials,0.28527543,2026-09-04,-0.744444449742635,0.03893752386126407,11.36425,-0.561,0.18,-0.29822
METC,Basic Materials,0.28511375,2026-09-04,-0.47157725976149434,0.06831196915647882,59.10536,-0.053,0.18,-0.17069
AIFA,Technology,0.2851111,2026-09-04,-0.4820261216386681,0.12301680724167015,11.36425,-0.35,0.18,-0.68801004
FLUX,Industrials,0.28493974,2026-09-04,-0.6046979980680094,0.09793609591314541,-3.9233334,-0.507,0.18,0.060510002
CAMP,Healthcare,0.2846492,2026-09-04,1.9797295882285662,0.07431268260966965,-5.548845,0.188,0.18,-5.45854
ALT,Healthcare,0.28438058,2026-09-04,-0.039325805824673155,0.03322035523470356,-5.1172323,0.091,0.18,-0.28875
PMEC,Industrials,0.28428295,2026-09-04,-0.7361823357372401,0.06266898235940477,11.36425,0.068,0.18,-0.21804
CCLD,Healthcare,0.28423908,2026-09-04,-0.3628571374075753,0.04330095611022526,5.2265215,0.164,-0.883,0.21753
SANA,Healthcare,0.28417233,2026-09-04,0.2919462684532379,0.047932142316956444,-6.9355626,0.091,0.18,-1.5287199
META,Communication Services,0.28415254,2026-09-04,-0.173456945027455,0.02065017042958383,17.642334,0.28,-0.134,0.29848
AENT,Communication Services,0.28407037,2026-09-04,-0.17788456688971033,0.03095909101540963,7.544118,0.212,0.248,0.20555
FCFS,Financial Services,0.28405055,2026-09-04,0.5090629617197373,0.031465630006877895,17.22553,0.294,0.582,0.17398001
FDXF,Industrials,0.2840505,2026-09-04,0.030525454240224015,0.027951433131518422,25.614641,0.048,-0.611,0.69093
RNXT,Healthcare,0.28404778,2026-09-04,1.0084033529263974,0.0874911878015428,-19.916668,1.154,0.18,-1.25229
RPAY,Technology,0.28393352,2026-09-04,-0.3181019199609144,0.036296882758464,3.3319023,0.332,0.18,-0.31831
BCYC,Healthcare,0.28386533,2026-09-04,-0.3830702553555416,0.02192629319423977,-1.9336706,-0.785,0.18,-0.32296002
CRVO,Healthcare,0.2837455,2026-09-04,-0.7492654325940473,0.03475976547443633,-1.7355932,0.091,0.18,-1.07623
HQWWW,,0.28372887,2026-09-04,0.030525454240224015,0.11806762943230166,11.36425,0.091,0.18,-5.4382
TONX,Technology,0.28370583,2026-09-04,-0.6940092335007757,0.06093246281450987,11.36425,6.074,0.18,-0.73853993
JANX,Healthcare,0.28368223,2026-09-04,-0.15455307771091076,0.026693568071242384,-7.713326,0.091,0.18,-0.10695
CTXR,Healthcare,0.28366706,2026-09-04,-0.4886956419881664,0.07728686674992936,-0.40812498,0.091,0.18,-0.81086
MRK,Healthcare,0.28354764,2026-09-04,0.8483737329401828,0.03236183138547812,15.747643,0.051,0.18,0.06961
INTZ,Technology,0.2835284,2026-09-04,-0.5329341368658307,0.08201560748035108,-3.3913043,-0.224,0.18,-1.40959
ZKIN,Basic Materials,0.2835266,2026-09-04,-0.3903743407550997,0.040313132566071296,11.36425,0.091,0.18,-0.48312
ANY,Financial Services,0.2835047,2026-09-04,-0.5993091626031191,0.09034437462332727,-0.72499996,-0.188,0.18,-1.30188
PI,Technology,0.28346008,2026-09-04,-0.08270875009165168,0.030215014429525285,61.559814,0.107,0.0,-0.12875
DLTH,Consumer Cyclical,0.28338197,2026-09-04,0.259052949579915,0.05563937336298681,-180.8,-0.078,12.659,0.03557
SLDE,Financial Services,0.28328538,2026-09-04,0.7883126576754107,0.01851441043118488,6.6776743,0.479,0.893,0.53882
NUTX,Healthcare,0.2831771,2026-09-04,1.250116577471982,0.06633980215635901,9.505165,-0.136,0.18,0.64556
